,alltag,contentsid,contentscd,title,region1cd,region2cd,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,postcode,phoneno,sbst,created,changed,catemappList,festivalcontents,repPhoto,PHOTOSHARECOUNT,reservelink
57,"테마공원,경관/포토,문화유적지,역사유적,포토스팟,어트랙션,쉬움",CNTS_200000000012073,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",영등할망 신화공원,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '13', 'label': '한림', 'refId': 'region1>13'}",제주 제주시 한림읍 귀덕11길 19,제주 제주시 한림읍 귀덕11길 19,"테마공원,경관/포토,문화유적지,역사유적,포토스팟,어트랙션",영등할망신화공원은 귀덕포구에서 해변을 따라 현무암으로 만들어진 좁은 돌길을 따라 약 1km 정도 이어진다. 길을 따라 걸으며 제주 신화를 알아보는 재미도 느껴보자.,483,1,0,1,0,0,0,0.0,,,,064-728-7614,,20211006135135,20220714100602,"[{'seq': 30597, 'contentsid': {'value': 'CNTS_200000000012073', 'label': '영등할망 신화공원', 'refId': 'CNTS_200000000012073'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000010', 'label': '문화관광', 'refId': 'cate0000000002>cate0000000010'}, 'cate3cd': {'value': 'cate0000000054', 'label': '전시관', 'refId': 'cate0000000010>cate0000000054'}, 'created': '20220404180006'}]",,"{'descseo': '영등할망 신화공원', 'photoid': {'photoid': 2019022591793, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202111/26/1c231e85-5113-40b9-bc7f-bd79d7a94e9c.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/26/5912fc7f-f99f-4994-af50-e3df74975ef5.jpg'}}",0.0,
58,"예술,실내,미술/박물관,커플,비.눈,겨울,공용주차장,화장실",CNTS_000000000018929,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",바당미술관,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '22', 'label': '대정', 'refId': 'region2>22'}",제주특별자치도 서귀포시 대정읍 일과리 1924-4,제주특별자치도 서귀포시 대정읍 노을해안로 96,"예술,실내,미술/박물관,커플,비.눈,겨울,미술관,실내관광지,문화관광,어트랙션",모슬포 무릉리에 위치한 노부부가 운영하는 갤러리,4294,0,0,3,2,0,0,,33.243894,126.2187834,,010-6272-7218,"전업작가의 많은 작품이 상설 전시되어 있으며, 향기로운 원두커피를 즐기며 감상할 수 있는 바당갤러리
모슬포 무릉리에 위치한 바당 미술관이다. 올레코스에서 벗어나있어 올레꾼들에게는 잘 알려져 있지않지만, 해안도로에 위치해 있어 아주 매력적이다. 서울에서 회사를 다니다 정리하고 내려와 화가인 부인과 함께 내려와 정착한지 5년째 되는 남편이 이곳의 관장이다. 한마디로 아내를 위한 ,아내만의 미술관인 셈이다. 하지만 미술관의 하얀 벽면을 채운 작품들에서 화가의 관록을 느낄 수 있다.",20161017163355,20220714100700,"[{'seq': 28384, 'contentsid': {'value': 'CNTS_000000000018929', 'label': '바당미술관', 'refId': 'CNTS_000000000018929'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000010', 'label': '문화관광', 'refId': 'cate0000000002>cate0000000010'}, 'cate3cd': {'value': 'cate0000000052', 'label': '미술관', 'refId': 'cate0000000010>cate0000000052'}, 'created': '20211224150155'}]",,"{'descseo': '바당미술관', 'photoid': {'photoid': 3955, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a1d891cb-93ea-4965-a392-68deffdf632d.gif', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/41f593ce-ad89-4707-badd-4bf6a94fd3d1.gif'}}",,
59,"실내,미술/박물관,친구,비.눈,겨울,공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설,실내,하,공연/전시,1시간 미만",CNTS_000000000019122,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",세계술박물관,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '26', 'label': '표선', 'refId': 'region2>26'}",제주특별자치도 서귀포시 표선면 하천리 1814-1,제주특별자치도 서귀포시 표선면 한마음초등로 431,"실내,미술/박물관,친구,비.눈,겨울,실내관광지,문화관광,박물관,어트랙션",우리나라 전통주를 비롯하여 세계의 술의 역사를 알 수 있는 박물관,10780,2,1,84,5,0,0,4.0,33.3539592,126.817669,63627,064-787-9500,"도구전시관, 한국관, 세계관, 미니어처관으로 나뉜 전시실을 둘러보며 한국은 물론 세계의 술의 역사를 느낄 수 있는 곳이다.",20161019144026,20220714101656,"[{'seq': 28383, 'contentsid': {'value': 'CNTS_000000000019122', 'label': '세계술박물관', 'refId': 'CNTS_000000000019122'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001251', 'label': '테마관광지', 'refId': 'cate0000000002>cate0000001251'}, 'cate3cd': {'value': 'cate0000000053', 'label': '박물관', 'refId': 'cate0000001251>cate0000000053'}, 'created': '20211223175047'}]",,"{'descseo': 'World Liquor Museum', 'photoid': {'photoid': 4435, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/bbeee928-9c57-4824-a8cb-bc104ff3a9fb.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/1353894e-8873-4d0c-9fa9-e6afcc4195fe.jpg'}}",2.0,
60,"숲길,걷기/등산,흐림,가을,자연경관,도보여행,도보,곶자왈,숲,아주 어려움,실외",CNTS_000000000020971,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",산양곶자왈,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '14', 'label': '한경', 'refId': 'region1>14'}",제주특별자치도 제주시 한경면 청수리 956-6,제주특별자치도제주시 한경면 청수리 956-6,"숲길,걷기/등산,흐림,가을,자연경관,도보여행,도보,곶자왈,숲",제주의 옛 생활터전이 있는 곳,8999,0,1,20,11,0,1,5.0,33.292015927100564,126.25221315495604,63005,064-773-1950  ,"산양 곶자왈 안에는 싱크홀, 옛 생활터전으로 추정되는 터 등 흔하게 볼 수 없는 자연의 모습과, 가끔 노루가 뛰어가는 모습을 볼 수 있는 등 자연친화적인 모습을 생생하게 발견할 수 있다. 자연으로 둘러싸인 이곳은  나무가 우거져 맑은 공기를 느낄 수 있어며, 몸과 마음이 평화로워지는 시간을 보낼 수 있을 것이다. ???????
열대 북방한계와 한대 남방한계의 다양한 식물들이 함께 살아가는 제주의 독특한 숲이다. 그중 제주도 곶자왈의 19%를 차지하는 산양 곶자왈의 탐방로는 약 3.5km인데,  곳곳에 쉴 수 있는 벤치가 마련되어있어 휴식을 취하면서 탐방을 할 수 있다. ??????? 
산양 곶자왈 안에는 싱크홀, 옛 생활터전으로 추정되는 터 등 흔하게 볼 수 없는 자연의 모습과, 가끔 노루가 뛰어가는 모습을 볼 수 있는 등 자연친화적인 모습을 생생하게 발견할 수 있다. 자연으로 둘러싸인 이곳은  나무가 우거져 맑은 공기를 느낄 수 있어며, 몸과 마음이 평화로워지는 시간을 보낼 수 있을 것이다. ???????",20161214160630,20220714101657,"[{'seq': 29819, 'contentsid': {'value': 'CNTS_000000000020971', 'label': '산양곶자왈', 'refId': 'CNTS_000000000020971'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001320', 'label': '도보', 'refId': 'cate0000000002>cate0000001320'}, 'cate3cd': {'value': 'cate0000001411', 'label': '생태·숲길', 'refId': 'cate0000001320>cate0000001411'}, 'created': '20220224132853'}, {'seq': 29820, 'contentsid': {'value': 'CNTS_000000000020971', 'label': '산양곶자왈', 'refId': 'CNTS_000000000020971'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000001321', 'label': '그외', 'refId': 'cate0000000009>cate0000001321'}, 'created': '20220224132853'}]",,"{'descseo': '산양곶자왈', 'photoid': {'photoid': 2019022595301, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202112/23/6b991e44-bf95-4bdb-bc06-64fd0caa6a4b.JPG', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/23/cd798fdd-a72c-4f17-94d8-939a70c7ea82.JPG'}}",,
61,"실내,테마공원,아이,비.눈,사계절,실내관광지,어트랙션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,저상버스 접근 가능,장애인 화장실,장애인 전용 주차장,쉬움",CONT_000000000500503,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",이랜드뮤지엄,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '13', 'label': '한림', 'refId': 'region1>13'}",제주특별자치도 제주시 한림해안로 530,제주특별자치도 제주시 한림해안로 530,"실내,테마공원,아이,비.눈,사계절,실내관광지,어트랙션",세계 최고가품인 오스카트로피 및 아카데미시상식 수상작들의 영화소품을 전시하는 박물관,9658,2,0,24,3,0,0,,33.436172,126.27444,,064-796-9608,"이랜드그룹은 헐리우드 영화와 관련된 세계 최고, 최대의 컬렉션을 보유하고 있으며 영화의 제작과정과 배우, 감독, 시상식에 관련한 진품들을 소개하고자 제주도 한림에 이랜드뮤지엄을 개관하였습니다. 이랜드뮤지엄은 이랜드그룹의 첫번째 박물관으로 미국 아카데미시상식 수상작들의 영화의상 및 소품, 세계최고가 오스카트로피, 거장 감독들이 직접 사용했던 소품 등을 전시하고 있습니다.",20160530111636,20220714101725,"[{'seq': 30502, 'contentsid': {'value': 'CONT_000000000500503', 'label': '이랜드뮤지엄', 'refId': 'CONT_000000000500503'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001251', 'label': '테마관광지', 'refId': 'cate0000000002>cate0000001251'}, 'cate3cd': {'value': 'cate0000000053', 'label': '박물관', 'refId': 'cate0000001251>cate0000000053'}, 'created': '20220323102341'}]",,"{'descseo': '이랜드뮤지엄', 'photoid': {'photoid': 19297, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b86f3367-4964-4b32-bfb6-ce89113dd94b.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5585afc1-3421-4d79-8a6c-a35a07362ee5.jpg'}}",,
62,"골프,액티비티,체험,레저/체험,어트랙션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,청각장애인 접근성,시각장애인 접근성,쉬움",CNTS_000000000001530,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",세인트포골프장,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '16', 'label': '구좌', 'refId': 'region1>16'}",제주특별자치도 제주시 구좌읍 김녕리 5160-2,제주특별자치도 제주시 구좌읍 선유로 445-55,"골프,액티비티,체험,레저/체험,어트랙션","전장 7,550야드,바다와 하늘, 숲이 하나로 어우러지는 친환경적인 골프장",3710,1,0,0,1,0,0,,33.5199412,126.7412425,,064-786-3838,"세인트포 골프장은 시설 하나하나가 고객의 품격을 격상시킬수 있게 트렌디하게 설계되었다. 
자연을 거스리지 않고 그 안에서 새로운 조화를 찾아갈 수 있도록 고안되었으며, 즐기는 골프를 넘어 함께 나누는 문화의 공간으로의 도약을 준비하고 있다.",20160831092457,20220714101731,"[{'seq': 31226, 'contentsid': {'value': 'CNTS_000000000001530', 'label': '세인트포골프장', 'refId': 'CNTS_000000000001530'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000011', 'label': '레저/체험', 'refId': 'cate0000000002>cate0000000011'}, 'cate3cd': {'value': 'cate0000000065', 'label': '골프', 'refId': 'cate0000000011>cate0000000065'}, 'created': '20220615114003'}]",,"{'descseo': 'Saint Four Country Club', 'photoid': {'photoid': 861, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b01615f5-445d-4f7a-a528-6a4bf14eccd7.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2b87f757-e3e6-43d5-91d5-a5d8a2e80d56.jpg'}}",,
63,"부모,커플,혼자,친구,아이,맑음,테마공원,밤,체험,어린이,어트랙션,현금결제,카드결제,화장실",CNTS_000000000022082,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",제주불빛정원 테마파크,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '12', 'label': '애월', 'refId': 'region1>12'}",제주특별자치도 제주시 애월읍 유수암리 1083,제주특별자치도 제주시 애월읍 평화로 2346,"부모,커플,혼자,친구,아이,맑음,테마공원,밤,체험,어린이,어트랙션","아름다운 불빛 조형물과 따뜻한 모닥불, 자연과 휴식이 있는 매력적인 야경의 별이 빛나는 밤 아름다운 추억 테마파크",26227,6,0,243,30,0,0,0.0,33.4222395,126.4092532,,064-799-6996,"제주불빛정원 테마파크는 365일 아름답게 빛나는 불빛 조형물이 가득한 곳이다.
돌담이 아름다운 정원에서 수백만 LED전구 조형작품들을 감상하고 사진도 찍으며 추억을 만들 수 있다. 

5만송이 장미가 활짝 빛나는 장미빛축제, 캐릭터조형물과 LED동물들과 추억 만들기
연인들의 프러포즈를 위한 다양한 테마, 화려한 크리스마스장식과 산타와 썰매타기 등
반짝반짝 빛나는 재미난 놀 거리들이 가득하다.

또한, 제주불빛정원 입장객이라면 무료로 이용 가능한 애월인생사진관에서 추억을 한 장 더 남겨보자.
",20170705174429,20220714101813,"[{'seq': 31397, 'contentsid': {'value': 'CNTS_000000000022082', 'label': '제주불빛정원 테마파크', 'refId': 'CNTS_000000000022082'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001251', 'label': '테마관광지', 'refId': 'cate0000000002>cate0000001251'}, 'cate3cd': {'value': 'cate0000000058', 'label': '테마공원', 'refId': 'cate0000001251>cate0000000058'}, 'created': '20220622164512'}]",,"{'descseo': '제주불빛정원 테마파크', 'photoid': {'photoid': 2019022569447, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202002/24/6eea78e0-ce91-410b-8bda-1945e5254fe4.JPG', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/24/8969daee-4c0b-42af-945a-0da772cd3cb4.JPG'}}",,
64,"실내,테마공원,친구,커플,맑음,겨울,실내관광지,어트랙션,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,어려움,실내,중,공연/전시,포토스팟,2~3시간",CONT_000000000500442,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",여미지식물원,"{'value': 'region2', 'label': '서귀포시', 'refId': 'region>region2'}","{'value': '24', 'label': '중문', 'refId': 'region2>24'}",제주특별자치도 서귀포시 색달동 2484-1,제주특별자치도 서귀포시 중문관광로 93,"실내,테마공원,친구,커플,맑음,겨울,실내관광지,어트랙션,우수관광사업체",마음의 안식을 주는 동양 최대의 온실 식물원,35483,8,39,421,11,0,3,5.0,33.252617,126.41435,63535,064-735-1100,"여미지식물원은 중문 관광단지 북쪽에 위치하며 1132로를 타면 쉽게 갈 수 있다. 
아름다운 땅이란 뜻을 지닌 여미지식물원은 동양 최대의 온실을 지니고 있으며, 대지 11만 2200㎡의 외부 정원과 1만 1361㎡의 실내 식물원으로 구성되어 있다. 
외부 정원은 야자수와 같은 커다란 나무가 숲을 이루며, 한국, 일본, 이탈리아. 프랑스식 정원을 만들어 놓아 동, 서양의 정원을 감상할 수 있다.

총 2천3백여 종의 식물이 살고 있으며, 온실 안에서는 약 절반인 1300여 종의 식물이 살고 있다. 
실내 식물원은 중앙 홀과 높아가 38m인 중앙 전망탑이 있다. 
또한 다양한 테마로 꾸며진 정원을 볼 수 있는데, 신비의 정원, 꽃의 정원, 물의 정원, 선인장 정원, 열대 정원, 열대 과수원으로 이루어져 있다.

신비의 정원은 화산 암반석과 양치식물, 자생식물들로 이루어져 있으며, 꽃의 정원은 열대 및 아열대 식물들로 조성되어있다. 
물의 정원은 연못과 습지로 조성되어 있으며, 열대 정원과 열대 과수원은 열대 과수와 식물들로 조성되어있다. 
???????선인장 정원은 어린왕자에도 나오는 바오밥나무를 볼 수 있다.",20160530111636,20220714101900,"[{'seq': 30724, 'contentsid': {'value': 'CONT_000000000500442', 'label': '여미지식물원', 'refId': 'CONT_000000000500442'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000044', 'label': '수목원', 'refId': 'cate0000000009>cate0000000044'}, 'created': '20220506085911'}]",,"{'descseo': '여미지식물원', 'photoid': {'photoid': 2019022586341, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202111/02/da2c9853-630b-4527-9a7b-68c5c2634d64.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202111/02/147c360f-1993-403f-849e-a06eb966c14b.jpg'}}",60.0,
65,"문화유적지,흐림,사계절,공용주차장",CNTS_000000000021463,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",선흘1리,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '15', 'label': '조천', 'refId': 'region1>15'}",제주특별자치도 제주시 조천읍 선흘리 1207-2,제주특별자치도 제주시 조천읍 중산간동로 1280,"문화유적지,흐림,사계절,역사유적","가슴 아픈 역사와 문화, 광활한 자연의 집합체, 선흘 1리",2980,0,1,4,0,0,1,5.0,33.51144,126.70519,63340,-783-8885,"?
선흘 1리에서 보전하고 있는 자연환경과 고유문화, 역사유적이 깃든 생태관광을 해보자

람사르 마을 세계 1호로 시범 지정된 선흘 1리의 옛 이름은 선흘이며,
‘흘’이라는 말은 숲이나 수풀을 뜻하여 제주어로는 곶자왈의 숲이 잘 보전되어있다는 뜻을 내포하고 있다.
선흘리는 대체로 평탄한 지형이며, 남쪽에 알밤 오름이 분포해있다.

광활한 초지와 목장 지대가 발달해 있고 감귤농사와 수박, 무 등을 재배하여 수입을 올린다.
선흘 1리에는 1971년 제주도 기념물 제10호로 지정된 상록수림 지대인 동백동산과 먼 물이라는 뜻과 구석진 곳이라는 의미의 깍을 합쳐
마을에서 좀 떨어진 구석진 곳에 있는 물이라는 뜻을 가지고 있는 먼물깍, 동백동산의 숲과 희귀 동식물,
빌레 위에 생긴 독특한 습지 등 풍부한 자원을 가진 선흘 곶자왈이 있다.

??
선흘 1리에는 제주 4.3의 역사적 현장의 순간이 그대로 담겨 있는데
1948년 11월 21일 마을이 모두 불태워져 해안마을로 내려가라는 토벌대의 명령이 있었지만
주민들은 선흘곶으로 숨어들어 도틀굴과 목시물굴이라는 자연 은신처에서 지냈다.

하지만 토벌대의 수색으로 도틀굴과 목시물굴이 발각되고
노약자, 부녀자, 어린이와 청장년들 대부분 주민들이 끔찍한 고문을 받거나 총살을 당해야 했다.
그해 겨울, 고향으로 돌아가 살라는 명령이 있었으나 성을 둘러 집단생활을 하라는 조건이 있어
낙선동에서 1949년 4월 성이 완공되고 나서 선흘리 주민들이 겨우 들어가 잠만 잘 수 있는 함바집을 짓고 살았다고 한다.

그것이 낙선동 4.3성터이며 4.3의 흔적을 볼 수 있는 유적이다.

??
이외에도 돌담문화, 마을 포제, 탈남밭 일뤠당(할망당)이 있어 문화를 배우고 알아가기 쉽다.
???????????????
????????
????????",20161227133512,20220714101953,"[{'seq': 28372, 'contentsid': {'value': 'CNTS_000000000021463', 'label': '선흘1리', 'refId': 'CNTS_000000000021463'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000001374', 'label': '제주 4·3', 'refId': 'cate0000000002>cate0000001374'}, 'cate3cd': {'value': 'cate0000002374', 'label': '제주 4·3', 'refId': 'cate0000001374>cate0000002374'}, 'created': '20211223162526'}, {'seq': 28373, 'contentsid': {'value': 'CNTS_000000000021463', 'label': '선흘1리', 'refId': 'CNTS_000000000021463'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000010', 'label': '문화관광', 'refId': 'cate0000000002>cate0000000010'}, 'cate3cd': {'value': 'cate0000000080', 'label': '그외', 'refId': 'cate0000000010>cate0000000080'}, 'created': '20211223162526'}]",,"{'descseo': '선흘1리', 'photoid': {'photoid': 2019022595452, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/202112/23/beb83616-f6b0-472b-ac1d-09a6709d369a.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/202112/23/a57201dc-34d7-4732-a6fb-13d378a4d238.jpg'}}",,
66,"오름,사계절,청년,휴식/힐링,친구,커플,혼자,자연경관,도보여행,도보",CNTS_000000000000982,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}",큰바리메오름,"{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '12', 'label': '애월', 'refId': 'region1>12'}",제주특별자치도 제주시 애월읍 어음리 산 3,제주특별자치도 제주시 애월읍 산록서로 15,"오름,사계절,청년,휴식/힐링,친구,커플,혼자,자연경관,도보여행,도보",오름의 모양이 바리를 닮은 기생화산,3739,0,1,6,0,0,0,5.0,33.3659432,126.35644000000002,,--,해발 763m이며 오름의 형상은 원형이다. 오름의 모양이 바리를 닮았다고 하여 지어진 이름이다. 바리는 제주도에서 여성들의 밥그릇으로 사용된 그릇이다. 정상부의 분화구(굼부리)는 둘레가 130m이고 깊이는 78m이며 전형적인 분화구의 모습을 잘 간직하고 있는 곳이다. 오름의 서쪽으로는 완만한 경사지로 목장이 들어서 있다. 나머지 경사면에는 나무들이 무성하게 자라나고 있다.,20160811160100,20220714102327,"[{'seq': 31164, 'contentsid': {'value': 'CNTS_000000000000982', 'label': '큰바리메오름', 'refId': 'CNTS_000000000000982'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': '오름', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20220615094755'}]",,"{'descseo': 'Keunbarime Oreum Volcanic Cone', 'photoid': {'photoid': 354, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/13dff35a-c86d-4efe-8c30-91316b522733.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/56f2fcc4-1a0a-4c37-b42d-28d612f4ac9b.jpg'}}",1.0,
67,"오름,걷기/등산,맑음,봄,화장실",CNTS_000000000021251,"{'value': 'c1', 'label': '관광지', 'refId': 'contentscd>c1'}","고내봉(고내오름,고니오름,망오름)","{'value': 'region1', 'label': '제주시', 'refId': 'region>region1'}","{'value': '12', 'label': '애월', 'refId': 'region1>12'}",제주특별자치도 제주시 애월읍 고내리 산 3-1,제주특별자치도 제주시 애월읍 고내리 산 3-1,"오름,걷기/등산,맑음,봄,자연경관,도보여행,도보",올레 15코스의 마지막 종점 고내봉,3914,0,1,5,1,0,0,5.0,33.460022,126.34064,,064-799-3277,"과거에는 봉수로 안전을, 현재는 등산으로 건강을 챙겨주는 고마운 곳 애월읍 고내리에 위치한 고내봉은 높이가 135m 의 소화산체이다. 주가 되는 망 오름과 서쪽의 방애오름, 남동쪽의 진오름, 남서쪽에 너분오름, 남쪽의 상뒷오름 총 5개의 봉우리로 되어있는 오름이다.올라가는 길은 총 세 군데이다. 애월 고등학교 근처에 있는 입구와 보광사 입구, 고내촌 입구 세 가지가 있다. 고내봉의 등산로는 시멘트로 깔려있어 3분의 2 지점까지는 시멘트로 깔려있어 차가 올라갈 수 있지만, 길이 좁고 위험해 대부분 등산로 입구 인근에 차를 세우고 걸어 올라간다. 정상까지는 약 20분이 걸리는 낮은 산으로 정상에는 전망대와 체육시설이 있어, 동네 주민들의 가벼운 산책길로 많이 이용되고 있다. 고내봉의 정상에는 옛 고려 시대에 봉수대의 자리에 전망대를 만들어, 등산객들이 전망대에 올라 풍경을 감상할 수 있도록 설치해 놓았다. 고내봉은 한림항을 시작으로 걷는 올레 15코스를 걷는다면 코스의 마지막에 고내봉 둘레길과 함께 만나게 되는 산이다.",20161223031827,20220714102506,"[{'seq': 28819, 'contentsid': {'value': 'CNTS_000000000021251', 'label': '고내봉(고내오름,고니오름,망오름)', 'refId': 'CNTS_000000000021251'}, 'cate1cd': {'value': 'cate0000000002', 'label': '관광지', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'cate0000000009', 'label': '자연', 'refId': 'cate0000000002>cate0000000009'}, 'cate3cd': {'value': 'cate0000000035', 'label': '오름', 'refId': 'cate0000000009>cate0000000035'}, 'created': '20220106084921'}]",,"{'descseo': '고내봉(고내오름,고니오름,망오름)', 'photoid': {'photoid': 2019022557768, 'imgpath': 'https://api.cdn.visitjeju.net/photomng/imgpath/201907/12/33f3ad81-fc81-4182-be48-8c61064ccd82.jpg', 'thumbnailpath': 'https://api.cdn.visitjeju.net/photomng/thumbnailpath/201907/12/d52004db-7558-4ca7-b8aa-b01e65668da9.jpg'}}",1.0,
